iter	Logloss
119	0.4685387752
120	0.4684644698
121	0.4684086422
122	0.4683175079
123	0.4682724046
124	0.4682337962
125	0.468173937
126	0.4681413997
127	0.4681148494
128	0.4680866505
129	0.4680162949
130	0.4679556081
131	0.467931609
132	0.4678775327
133	0.4678102217
134	0.4677521222
135	0.4677094316
136	0.467651392
137	0.4676115015
138	0.4675491292
139	0.4674990813
140	0.4674343127
141	0.4673894808
142	0.4673416411
143	0.4672675434
144	0.4672321289
145	0.4671932727
146	0.4671232217
147	0.4670554499
148	0.4669862961
149	0.4669302072
150	0.4668788197
151	0.4667963113
152	0.4667595629
153	0.4667148965
154	0.4666357948
155	0.4665796457
156	0.4665428637
157	0.4664753406
158	0.4664358696
159	0.4663710321
160	0.4663085172
161	0.466264214
162	0.4662212053
163	0.4661642611
164	0.4661273686
165	0.4660851643
166	0.4660521389
167	0.465983244
168	0.4659310194
169	0.4658935168
170	0.4658354194
171	0.4657537855
172	0.4657089404
173	0.465648881
174	0.4655859118
175	0.4655074175
176	0.4654371876
177	0.4653657682
178	0.4652721153
179	0.4652204448
180	0.4651667829
181	0.4651413202
182	0.465094934
183	0.4650412816
184	0.4649974409
185	0.4649461859
186	0.4648487023
187	0.4647932653
188	0.4647439677
189	0.464692642
190	0.4646186492
191	0.4645396609
192	0.4644856523
193	0.4644221881
194	0.4643584562
195	0.4643020078
196	0.464247785
197	0.4642339645
198	0.4641856438
199	0.4641124053
200	0.4640326829
201	0.4639851838
202	0.4639001811
203	0.463851748
204	0.4637942364
205	0.4637174553
206	0.4634813197
207	0.4634166826
208	0.4633342815
209	0.46324687
210	0.4632116345
211	0.4631401551
212	0.4630768598
213	0.4630281792
214	0.462950892
215	0.4628738189
216	0.4628133327
217	0.4627316547
218	0.4626870189
219	0.4626111089
220	0.4625616365
221	0.4624857283
222	0.4624041246
223	0.4623600846
224	0.4622971444
225	0.4622579637
226	0.4620840784
227	0.4620011751
228	0.4619298467
229	0.4618577225
230	0.4618055084
231	0.4617375713
232	0.4616688698
233	0.4616263227
234	0.4615604938
235	0.4615154462
236	0.4614409995
237	0.4613725395
238	0.4612972717
239	0.4612611485
240	0.4612307927
241	0.461175567
242	0.4611208756
243	0.4610588448
244	0.4610255087
245	0.4609708463
246	0.4608947954
247	0.4608270725
248	0.4607593427
249	0.4606795911
250	0.4606266474
251	0.4605784953
252	0.460500587
253	0.4604512993
254	0.4604126058
255	0.4603510635
256	0.460300482
257	0.4602269498
258	0.4601650031
259	0.4601065343
260	0.4600230276
261	0.4599513136
262	0.4598858256
263	0.459826719
264	0.4597545094
265	0.4596595907
266	0.4595937454
267	0.4595236765
268	0.4594573791
269	0.4593829373
270	0.4593053336
271	0.4592287382
272	0.4591775975
273	0.4591135636
274	0.4590655423
275	0.458994597
276	0.458949783
277	0.4589162997
278	0.458898448
279	0.4588181037
280	0.4587375484
281	0.4586776786
282	0.4586508565
283	0.4586013612
284	0.4585317681
285	0.4584448097
286	0.4583801778
287	0.4583279198
288	0.4582485681
289	0.4581864604
290	0.4581387944
291	0.4580657313
292	0.4579903425
293	0.4579301015
294	0.4578616269
295	0.4578176204
296	0.4577493882
297	0.4576778855
298	0.4576183184
299	0.4575673928
300	0.4575195929
301	0.4574542362
302	0.4573897666
303	0.4573340759
304	0.4572722776
305	0.4571965133
306	0.4571553308
307	0.4570853377
308	0.4570232271
309	0.457009768
310	0.4569805385
311	0.456893178
312	0.4568087043
313	0.4567463329
314	0.456675296
315	0.4566292746
316	0.4565690343
317	0.4564822331
318	0.4564179546
319	0.4563474973
320	0.4563165682
321	0.4562284929
322	0.4561870248
323	0.4561221092
324	0.4560465348
325	0.4559677423
326	0.455895044
327	0.4558607006
328	0.4557836144
329	0.4557333299
330	0.4556847163
331	0.4556233262
332	0.4555655618
333	0.4554984659
334	0.4554297426
335	0.4553618343
336	0.4552997869
337	0.4552139943
338	0.4551374345
339	0.4551250617
340	0.4550708833
341	0.4550122508
342	0.4549445317
343	0.4548926434
344	0.45481408
345	0.4547347421
346	0.4546681304
347	0.4546046844
348	0.4545683808
349	0.4544911116
350	0.4544327375
351	0.4543702039
352	0.454310931
353	0.4542776874
354	0.4542450831
355	0.4542006632
356	0.4541382026
357	0.454100481
358	0.4540404333
359	0.4539748656
360	0.4539078302
361	0.4538525935
362	0.4537694755
363	0.4537059445
364	0.4536398514
365	0.4535652533
366	0.4535210692
367	0.4534468585
368	0.4533936881
369	0.4533405068
370	0.4533164307
371	0.4532598806
372	0.4531811336
373	0.4531333166
374	0.4530636542
375	0.45301676
376	0.4529390141
377	0.4528962939
378	0.452807497
379	0.4527606401
380	0.4527073802
381	0.4526627271
382	0.4526003714
383	0.4525450511
384	0.4524781833
385	0.4524108188
386	0.4523558333
387	0.4522903467
388	0.4522133836
389	0.4521571792
390	0.4521131209
391	0.4520449018
392	0.4519785429
393	0.4518973393
394	0.4518421164
395	0.4518058505
396	0.4517545608
397	0.4516663696
398	0.4516041885
399	0.4515282333
400	0.4514745018
401	0.4513863895
402	0.451325104
403	0.4512698854
404	0.4512309573
405	0.4511925308
406	0.4511449197
407	0.4510758301
408	0.4510213185
409	0.4509728317
410	0.4509271475
411	0.4508834552
412	0.45083243
413	0.4507766611
414	0.4507098473
415	0.4506433499
416	0.4505901706
417	0.4505299384
418	0.4504962735
419	0.450427896
420	0.4503521307
421	0.450279428
422	0.4502136992
423	0.4501646304
424	0.4501189963
425	0.4500695701
426	0.4500166432
427	0.4499752733
428	0.4499231698
429	0.4498522876
430	0.4498016202
431	0.4497667528
432	0.4497089638
433	0.4496522747
434	0.4495906354
435	0.4495256135
436	0.449460986
437	0.4494224802
438	0.4493674963
439	0.4493247578
440	0.4492484416
441	0.4491986028
442	0.4491463585
443	0.4490882917
444	0.4490054901
445	0.448966636
446	0.448887249
447	0.4488222756
448	0.4488177011
449	0.4487443489
450	0.4486952877
451	0.4486302387
452	0.4483181935
453	0.4482862874
454	0.4482193268
455	0.4481611767
456	0.4480955661
457	0.4480302688
458	0.4479958596
459	0.4479496093
460	0.4478741225
461	0.4478063742
462	0.4477387455
463	0.447688726
464	0.447618148
465	0.4475476018
466	0.4474835768
467	0.4474382603
468	0.4473834762
469	0.4473367864
470	0.4472944141
471	0.4472572739
472	0.4472065421
473	0.4471483372
474	0.4470832349
475	0.4470110943
476	0.4469460106
477	0.4468636143
478	0.4467860608
479	0.4467255276
480	0.4466586231
481	0.4466282108
482	0.4465875411
483	0.4465156459
484	0.446464391
485	0.4464014893
486	0.4463561456
487	0.4463251921
488	0.4462946634
489	0.4462092416
490	0.4461534368
491	0.4461122294
492	0.4460509791
493	0.4459895266
494	0.4459155289
495	0.4458474754
496	0.4457843267
497	0.4457679669
498	0.4457162799
499	0.4456745716
500	0.445600671
501	0.4455244926
502	0.4454882053
503	0.44543053
504	0.4453944821
505	0.4453255456
506	0.4452519258
507	0.4451890407
508	0.4451306149
509	0.4450704531
510	0.4450027124
511	0.444950293
512	0.4448776238
513	0.4447974122
514	0.4447206181
515	0.4446522823
516	0.4445756366
517	0.4445255441
518	0.4444613279
519	0.4444062931
520	0.4443640136
521	0.444313573
522	0.444256234
523	0.4442127813
524	0.4441469948
525	0.4440717344
526	0.4440343913
527	0.4439791399
528	0.4439221055
529	0.4435454379
530	0.4434914686
531	0.4434532588
532	0.443397045
533	0.4433301531
534	0.4433057793
535	0.4432314937
536	0.4431660651
537	0.4431017205
538	0.4430543872
539	0.4430090767
540	0.4429433074
541	0.4428998785
542	0.4428450133
543	0.4427881369
544	0.4427707626
545	0.4427236961
546	0.44266136
547	0.4426114001
548	0.4425411766
549	0.4424899703
550	0.4424370313
551	0.4423700363
552	0.4423119551
553	0.442250234
554	0.4422131784
555	0.4421718701
556	0.4421337488
557	0.4420592722
558	0.4420033861
559	0.4419582179
560	0.4419033466
561	0.4418593348
562	0.4417851387
563	0.4417044305
564	0.4416717562
565	0.4416135602
566	0.4415637922
567	0.4415086881
568	0.4414532351
569	0.4414018482
570	0.4413416064
571	0.4412932439
572	0.4412276001
573	0.4411588494
574	0.4410946364
575	0.4410347368
576	0.4409849796
577	0.4409316568
578	0.4408849333
579	0.4408290913
580	0.4407658301
581	0.4407019903
582	0.4406516779
583	0.440596147
584	0.4405515733
585	0.4405047587
586	0.4404582057
587	0.4404231468
588	0.4403630621
589	0.4402897795
590	0.4402541208
591	0.4401950577
592	0.4401362823
593	0.440058289
594	0.4400126136
595	0.4399360849
596	0.4398715823
597	0.4398213948
598	0.4397828125
599	0.439718652
600	0.4397148702
601	0.4396553991
602	0.4395875256
603	0.4395473866
604	0.4395023583
605	0.4394622774
606	0.4394061545
607	0.439348088
608	0.4392826384
609	0.4392076086
610	0.4391621841
611	0.4391227755
612	0.4390836429
613	0.4390355304
614	0.4389646774
615	0.4389043967
616	0.4388506597
617	0.4388164909
618	0.4387666614
619	0.4387096921
620	0.4386904795
621	0.4386175019
622	0.4385607752
623	0.4385062971
624	0.4384675889
625	0.4384247318
626	0.4383897777
627	0.4383349769
628	0.4382912907
629	0.4382211468
630	0.4381453733
631	0.4380750043
632	0.4380036543
633	0.4379450512
634	0.4379066545
635	0.437867258
636	0.4378339073
637	0.437786118
638	0.4377499919
639	0.437684085
640	0.4376451666
641	0.4375792227
642	0.4375102899
643	0.4374669242
644	0.4374000372
645	0.4373585603
646	0.4372927234
647	0.4372335222
648	0.4371931006
649	0.4371294391
650	0.4370654112
651	0.4370029795
652	0.4369716995
653	0.4369208819
654	0.4368507903
655	0.4367822011
656	0.4367451805
657	0.4366690067
658	0.4366053661
659	0.4365571308
660	0.436484719
661	0.4364367455
662	0.4363869209
663	0.4363822282
664	0.4363136124
665	0.4362748207
666	0.4362142914
667	0.4361675747
668	0.4360972734
669	0.436061795
670	0.436016651
671	0.435942859
672	0.4358731671
673	0.4358164024
674	0.4357506593
675	0.4356995043
676	0.4356429399
677	0.4356083132
678	0.4355546847
679	0.4354846214
680	0.4354326216
681	0.4353725168
682	0.4353682385
683	0.4353133702
684	0.4352585555
685	0.43522104
686	0.4351466902
687	0.4351077526
688	0.4350666044
689	0.4350191762
690	0.4349604491
691	0.4348905322
692	0.4348368009
693	0.434784681
694	0.4347249762
695	0.4346677119
696	0.4346086815
697	0.4345475511
698	0.4344904627
699	0.4344407214
700	0.4343856645
701	0.4343393315
702	0.434273599
703	0.4342364452
704	0.4341753677
705	0.4341057982
706	0.4340368966
707	0.4339687365
708	0.4339342158
709	0.4338969956
710	0.4338369283
711	0.4337796811
712	0.433710509
713	0.43366605
714	0.433609139
715	0.4335551299
716	0.4334981337
717	0.4334412631
718	0.4333721003
719	0.433368551
720	0.4333185165
721	0.4332665873
722	0.4332318015
723	0.4331798896
724	0.4331445242
725	0.4331025734
726	0.4330564598
727	0.4329950353
728	0.4329481385
729	0.432894346
730	0.4328499238
731	0.4328084203
732	0.4327660148
733	0.4327062331
734	0.4326614662
735	0.4325983098
736	0.4325432874
737	0.4324814613
738	0.4324396041
739	0.4324034015
740	0.4323338433
741	0.4322914154
742	0.4322424974
743	0.4321783557
744	0.4321454264
745	0.4320811193
746	0.4320376936
747	0.4320018824
748	0.4319547146
749	0.4319061545
750	0.4318614002
751	0.4318173768
752	0.431752738
753	0.4317050808
754	0.4316529719
755	0.4315908751
756	0.4315381736
757	0.4315089707
758	0.4314661513
759	0.431409202
760	0.4313850152
761	0.4313228444
762	0.4312908613
763	0.4312397627
764	0.4311805609
765	0.4311452921
766	0.4310872452
767	0.4310644586
768	0.4310278119
769	0.4309918904
770	0.4309359833
771	0.4309206186
772	0.43088084
773	0.4308497678
774	0.4308025789
775	0.4307381923
776	0.4307128378
777	0.4306533747
778	0.4306022274
779	0.4305604192
780	0.4305046246
781	0.430462267
782	0.4304344674
783	0.4303861993
784	0.4303421824
785	0.4302972233
786	0.4302783971
787	0.4302202323
788	0.4301623635
789	0.4300876286
790	0.4300182524
791	0.4299935242
792	0.4299363614
793	0.4299064678
794	0.4298556023
795	0.4298221366
796	0.4297760309
797	0.4297083673
798	0.4296387973
799	0.4295855773
800	0.4295310728
801	0.4294723175
802	0.429427414
803	0.4293795337
804	0.4293267329
805	0.4292752744
806	0.4292299543
807	0.4291957985
808	0.4291279582
809	0.4290883236
810	0.4290705385
811	0.4290672433
812	0.4290074483
813	0.4289441088
814	0.4288812866
815	0.4288452241
816	0.428821192
817	0.4288005835
818	0.428749993
819	0.4287202955
820	0.4286550457
821	0.4286065381
822	0.428564103
823	0.4285105304
824	0.4284596496
825	0.4284122383
826	0.4283436987
827	0.4282883865
828	0.4282361319
829	0.4281833278
830	0.4281440606
831	0.4280859962
832	0.428020107
833	0.4279710244
834	0.4279250044
835	0.427875552
836	0.4278221106
837	0.4277587953
838	0.4277370239
839	0.4276864178
840	0.4276249614
841	0.4275620247
842	0.4274992602
843	0.4274551398
844	0.4274113528
845	0.4273493111
846	0.427315363
847	0.4272549272
848	0.4272032186
849	0.4271449439
850	0.427083247
851	0.4270239008
852	0.426976739
853	0.4269492836
854	0.4269156593
855	0.4268519091
856	0.4267760618
857	0.4267167559
858	0.4266850603
859	0.4266386139
860	0.4265828624
861	0.4265371653
862	0.4265367615
863	0.4265005781
864	0.4264513487
865	0.426421627
866	0.4263660498
867	0.4263212949
868	0.4262665211
869	0.4262136681
870	0.4261822653
871	0.4261296895
872	0.4261148183
873	0.4260606792
874	0.4259931415
875	0.4259296738
876	0.425874787
877	0.425818174
878	0.4257504883
879	0.4257041716
880	0.4256483482
881	0.4256242612
882	0.4255658575
883	0.4255153237
884	0.425458265
885	0.4254085079
886	0.4253585622
887	0.4253255121
888	0.4252822847
889	0.425235657
890	0.4252164698
891	0.4251590864
892	0.4250977883
893	0.4250878953
894	0.4250474042
895	0.4249957901
896	0.4249485679
897	0.4249052981
898	0.4248388972
899	0.424778931
900	0.4247391768
901	0.4246885465
902	0.4246536
903	0.4246128923
904	0.4245484932
905	0.424493792
906	0.4244675455
907	0.4244007847
908	0.4243661327
909	0.4243102851
910	0.4242801416
911	0.4242098229
912	0.4241899445
913	0.4241432442
914	0.4240850351
915	0.4240632974
916	0.4240413799
917	0.4239828673
918	0.4239195837
919	0.4238785209
920	0.4238249625
921	0.4237779108
922	0.4237222986
923	0.4236701473
924	0.4236385899
925	0.4235951004
926	0.4235452779
927	0.4235176654
928	0.4234632568
929	0.423430094
930	0.4233751636
931	0.4233358441
932	0.4232712736
933	0.4232300825
934	0.4231980894
935	0.4231560834
936	0.4231035625
937	0.4230474296
938	0.4230161241
939	0.4229731629
940	0.4229253874
941	0.4228715174
942	0.4228212934
943	0.4227927463
944	0.4227725545
945	0.4227262117
946	0.4226590455
947	0.4226168179
948	0.4225560916
949	0.4225099105
950	0.4224615368
951	0.4224124876
952	0.4223882497
953	0.4223385201
954	0.4222756785
955	0.4222171798
956	0.4221761209
957	0.422119676
958	0.4220628742
959	0.4220128964
960	0.4219738664
961	0.4219486273
962	0.421913978
963	0.4218764446
964	0.4218282691
965	0.4217887345
966	0.4217349681
967	0.4216911805
968	0.4216661655
969	0.4216244962
970	0.4215934909
971	0.421552768
972	0.4215018948
973	0.4214647625
974	0.4214199856
975	0.4213864505
976	0.4213519271
977	0.421321131
978	0.4212784282
979	0.421218222
980	0.421179207
981	0.4211383625
982	0.4210814466
983	0.4210320497
984	0.4209941764
985	0.420921934
986	0.4208915183
987	0.4208428911
988	0.4208047442
989	0.4207429151
990	0.4207094672
991	0.4206551013
992	0.4206036359
993	0.4205667992
994	0.4205058147
995	0.4204744688
996	0.4204361945
997	0.420399875
998	0.4203558392
999	0.4202974353
