iter	Logloss
165	0.6040662631
166	0.604000393
167	0.6039639674
168	0.6039047299
169	0.6038453474
170	0.6037606944
171	0.6037091572
172	0.603670619
173	0.6035976883
174	0.6035294487
175	0.6034695908
176	0.6034016764
177	0.6033609802
178	0.6033202397
179	0.6032369368
180	0.6032292192
181	0.6031621925
182	0.6030864756
183	0.6030145691
184	0.6029747487
185	0.6029058873
186	0.6028646667
187	0.6027868251
188	0.6027377095
189	0.6027156156
190	0.6026904843
191	0.6026122405
192	0.6025354228
193	0.6024633344
194	0.6024007879
195	0.6023336262
196	0.6022673144
197	0.6022296688
198	0.602173309
199	0.6020967052
200	0.6020563321
201	0.6020082195
202	0.601971871
203	0.6019054461
204	0.6018444606
205	0.6018034227
206	0.601744081
207	0.601696129
208	0.6016901942
209	0.6016371627
210	0.6016159457
211	0.601544884
212	0.6014763884
213	0.6014378004
214	0.6013980583
215	0.6013375481
216	0.6013102842
217	0.6012500196
218	0.6011891966
219	0.6011387279
220	0.601069183
221	0.6009950797
222	0.600937599
223	0.6008576498
224	0.6008431711
225	0.6007681214
226	0.6007115417
227	0.6006607924
228	0.6005860882
229	0.6005269903
230	0.6005094104
231	0.600453994
232	0.6003905404
233	0.6003885199
234	0.6003122781
235	0.600251016
236	0.6002389755
237	0.6001859762
238	0.6001225783
239	0.6000587707
240	0.5999856833
241	0.5999374447
242	0.5998689156
243	0.5998243002
244	0.599746792
245	0.5997034317
246	0.5996580184
247	0.5996114553
248	0.5995638507
249	0.5995116625
250	0.5994722454
251	0.5994168308
252	0.5993542641
253	0.5992955186
254	0.5992464293
255	0.5991993984
256	0.5991439095
257	0.599085215
258	0.5990269743
259	0.5989677983
260	0.5989354632
261	0.5988842859
262	0.5988374215
263	0.5987870846
264	0.5987421611
265	0.5986874556
266	0.5986328202
267	0.5985783619
268	0.5985224009
269	0.5984827155
270	0.5984338157
271	0.5983806266
272	0.5983401346
273	0.5982738004
274	0.5982048893
275	0.5981616061
276	0.5981149192
277	0.5980665325
278	0.5980148417
279	0.5979539138
280	0.597931928
281	0.5978662277
282	0.5978097467
283	0.5977585422
284	0.5977111019
285	0.5976493239
286	0.5975858309
287	0.5975239411
288	0.5974574652
289	0.5974229651
290	0.5973640568
291	0.5972766996
292	0.5972043521
293	0.5971616046
294	0.5971274711
295	0.5970739638
296	0.5970530852
297	0.5970193082
298	0.5969578239
299	0.5969144637
300	0.5968628868
301	0.5967767498
302	0.5967398408
303	0.5966825348
304	0.5966468933
305	0.5966000928
306	0.5965435295
307	0.5964982031
308	0.5964323548
309	0.5963737712
310	0.5963271415
311	0.596264268
312	0.5962103149
313	0.5961528329
314	0.5961036795
315	0.5960428477
316	0.5960111627
317	0.5959490221
318	0.5959250572
319	0.5958994828
320	0.595851803
321	0.5957883013
322	0.5957546191
323	0.5956996833
324	0.5956647378
325	0.5955958931
326	0.5955388464
327	0.5954799707
328	0.5954649503
329	0.5954182194
330	0.5953590685
331	0.5952880878
332	0.5952283358
333	0.5952259605
334	0.5951764155
335	0.5951638072
336	0.5950973378
337	0.5950549339
338	0.5950180596
339	0.5949328646
340	0.5948967379
341	0.5948762892
342	0.5948171651
343	0.5947557517
344	0.5947146834
345	0.5946527031
346	0.5946025111
347	0.5945436736
348	0.5944801298
349	0.5944365741
350	0.5943686
351	0.5943070628
352	0.5942467336
353	0.5941917986
354	0.5941125088
355	0.5940698941
356	0.5940128436
357	0.5939570971
358	0.5939130698
359	0.5938771563
360	0.5938256747
361	0.5937695049
362	0.5937219883
363	0.5937137974
364	0.5936563361
365	0.593594039
366	0.593551579
367	0.5934943664
368	0.5934525513
369	0.5933965515
370	0.59335337
371	0.5933181564
372	0.593277512
373	0.5932457421
374	0.5931959476
375	0.593134075
376	0.5930971068
377	0.5930157395
378	0.5929451787
379	0.5929016596
380	0.5928480272
381	0.5928170433
382	0.5927728376
383	0.5927161834
384	0.5926830089
385	0.5926077831
386	0.592559027
387	0.5924945882
388	0.5924314369
389	0.5923747179
390	0.5923127383
391	0.5922590833
392	0.5922111025
393	0.5921580873
394	0.5920780454
395	0.5920368533
396	0.5919747978
397	0.5919377322
398	0.5918894194
399	0.5918306971
400	0.591764647
401	0.5917136169
402	0.591667213
403	0.5915995526
404	0.5915296654
405	0.5914688731
406	0.5914148011
407	0.5913365188
408	0.5912821723
409	0.5912552739
410	0.5912027799
411	0.5911496414
412	0.5910910272
413	0.5910270626
414	0.5909669389
415	0.590900569
416	0.5908473001
417	0.5908176675
418	0.5907689968
419	0.5907109218
420	0.5906608001
421	0.5906389567
422	0.5906075635
423	0.5905710245
424	0.5905058075
425	0.5904608499
426	0.5904034725
427	0.5903425693
428	0.5902935567
429	0.5902305253
430	0.5901782414
431	0.5901169971
432	0.5900629255
433	0.5899951636
434	0.58994101
435	0.5898949152
436	0.589836948
437	0.5898027989
438	0.5897727439
439	0.5897115775
440	0.5896612284
441	0.5896052235
442	0.589546629
443	0.5894947476
444	0.5894286309
445	0.5893668751
446	0.5893406928
447	0.5892913016
448	0.5892531442
449	0.5891977296
450	0.5891373106
451	0.5890633568
452	0.5890032337
453	0.5889236189
454	0.5888706786
455	0.5887909748
456	0.5887553798
457	0.588732498
458	0.5886820419
459	0.5886363919
460	0.58858334
461	0.5885350753
462	0.5884970731
463	0.588448783
464	0.5883858879
465	0.5883137945
466	0.5882274925
467	0.5881546022
468	0.588111313
469	0.5880520542
470	0.5880166405
471	0.5879768446
472	0.5879185406
473	0.587870995
474	0.5878104182
475	0.5877847838
476	0.5877191516
477	0.5876793407
478	0.5876356149
479	0.5875845428
480	0.5875415371
481	0.5874870671
482	0.5874539409
483	0.5874047289
484	0.5873432691
485	0.5873006213
486	0.5872631243
487	0.5872238355
488	0.5871864094
489	0.5871321478
490	0.5870764072
491	0.5869968968
492	0.5869215145
493	0.5868744477
494	0.586820533
495	0.5867731906
496	0.5867304127
497	0.5866769566
498	0.5866495276
499	0.5865731065
500	0.5864830147
501	0.5864546411
502	0.586419205
503	0.5863624192
504	0.5863023244
505	0.5862532723
506	0.5861966375
507	0.5861403894
508	0.5860541283
509	0.5860045249
510	0.5859431406
511	0.5859068467
512	0.5858388419
513	0.5857660292
514	0.5857079502
515	0.5856480379
516	0.5856054667
517	0.5855599551
518	0.5855130781
519	0.5854731739
520	0.5854453862
521	0.5853847369
522	0.5853292794
523	0.5852771624
524	0.5852320757
525	0.5851879394
526	0.5851385944
527	0.5850858514
528	0.5850449855
529	0.5849903512
530	0.5849533477
531	0.5848918122
532	0.5848363589
533	0.5847939602
534	0.5847392614
535	0.5846933429
536	0.5846661541
537	0.5846099895
538	0.5845658517
539	0.5845341102
540	0.5844777067
541	0.584441688
542	0.584389013
543	0.5843591971
544	0.5843052121
545	0.5842694998
546	0.5842196727
547	0.584148607
548	0.5841122719
549	0.5840700716
550	0.5840313229
551	0.5839843941
552	0.5839382597
553	0.5839165348
554	0.5838830814
555	0.583831931
556	0.5837770181
557	0.5837322639
558	0.5836752048
559	0.5836298809
560	0.583564547
561	0.5834919088
562	0.5834637569
563	0.5834285651
564	0.5833624415
565	0.5833172553
566	0.5832648769
567	0.5832351857
568	0.5832015458
569	0.5831548207
570	0.5831019428
571	0.5830483613
572	0.5830241809
573	0.5829747054
574	0.582936874
575	0.5828665392
576	0.5828078018
577	0.5827554777
578	0.5826965154
579	0.5826509361
580	0.5826191374
581	0.5825873017
582	0.5825468202
583	0.5825061154
584	0.5824401958
585	0.5823874327
586	0.5823552458
587	0.5823294933
588	0.582280557
589	0.5822347398
590	0.5821693904
591	0.5821299572
592	0.5820726154
593	0.5820337822
594	0.5819863698
595	0.5819390168
596	0.5818768832
597	0.5818282618
598	0.5817861373
599	0.5817304331
600	0.5816799352
601	0.5816522337
602	0.5816122179
603	0.5815665995
604	0.5815149483
605	0.5814611568
606	0.5813878203
607	0.5813126144
608	0.5812491062
609	0.5811884134
610	0.5811404725
611	0.5810911624
612	0.5810353584
613	0.581000539
614	0.5809301811
615	0.5809040235
616	0.5808409692
617	0.5808283721
618	0.5807776029
619	0.5807339552
620	0.5806827292
621	0.5806356985
622	0.5806071306
623	0.5805574254
624	0.5805126811
625	0.5804625766
626	0.5804197826
627	0.5803783001
628	0.5803508916
629	0.580321012
630	0.5802626961
631	0.5802150412
632	0.5801932799
633	0.5801619452
634	0.5801176783
635	0.5800490161
636	0.579973892
637	0.5799327794
638	0.5798694288
639	0.5798137932
640	0.579769585
641	0.5797201917
642	0.5796741875
643	0.5796472714
644	0.5795871557
645	0.5795749908
646	0.5795294923
647	0.5794695324
648	0.5794137068
649	0.5793743345
650	0.5793209141
651	0.5792807056
652	0.5792114025
653	0.5791618378
654	0.5791096723
655	0.5790680938
656	0.5790045513
657	0.5789622184
658	0.578921408
659	0.5788657968
660	0.5788113242
661	0.5787498478
662	0.5786922779
663	0.578610031
664	0.5785631213
665	0.5785254307
666	0.5784618689
667	0.578418616
668	0.578370566
669	0.5783370719
670	0.5782752425
671	0.5782317506
672	0.578215727
673	0.5781738094
674	0.5780943078
675	0.5780507475
676	0.5780014351
677	0.5779509259
678	0.5778868645
679	0.5778503794
680	0.577793585
681	0.577743931
682	0.5777121329
683	0.5776546592
684	0.5776192767
685	0.5775784576
686	0.57752725
687	0.5774908064
688	0.5774475428
689	0.5773988066
690	0.5773466918
691	0.577282394
692	0.5772468088
693	0.5772032606
694	0.5771489761
695	0.5771157172
696	0.5770731368
697	0.5770362834
698	0.577005499
699	0.5769880134
700	0.5769558541
701	0.5769125923
702	0.5768565525
703	0.5768111388
704	0.5767807508
705	0.5767387817
706	0.5767017885
707	0.5766528893
708	0.576606949
709	0.5765786789
710	0.576525303
711	0.5764845592
712	0.576461809
713	0.5764033517
714	0.5763619246
715	0.5763286293
716	0.5762816268
717	0.5762312829
718	0.5761793261
719	0.5761107318
720	0.5760691213
721	0.5760335087
722	0.5759910682
723	0.5759520645
724	0.575919256
725	0.5758652458
726	0.575828482
727	0.5758012251
728	0.5757556849
729	0.5757210864
730	0.5756723443
731	0.5756360382
732	0.5755606845
733	0.5755239241
734	0.5754813128
735	0.5754302277
736	0.5754041497
737	0.5753470331
738	0.5753199966
739	0.5752783224
740	0.5752375793
741	0.5751892144
742	0.5751572492
743	0.5751306735
744	0.5750811859
745	0.5750060545
746	0.5749634741
747	0.5749247923
748	0.5748717582
749	0.5748278433
750	0.574783653
751	0.5747266649
752	0.5746943036
753	0.5746569366
754	0.5746268457
755	0.5745759413
756	0.5745203547
757	0.5744896615
758	0.5744406091
759	0.574397359
760	0.5743438102
761	0.5742909994
762	0.5742608472
763	0.5741997421
764	0.5741592309
765	0.5741213563
766	0.5740525331
767	0.5740199498
768	0.5739750745
769	0.5739270199
770	0.5738628413
771	0.5738199312
772	0.5737622629
773	0.5737314824
774	0.5737005852
775	0.5736830017
776	0.5736534202
777	0.5736063119
778	0.5735711413
779	0.5735341121
780	0.5734796999
781	0.5734291553
782	0.5733633609
783	0.5733218255
784	0.5732925578
785	0.5732545294
786	0.5732006776
787	0.5731497631
788	0.5731068876
789	0.5730769545
790	0.5730120803
791	0.5729953109
792	0.5729404294
793	0.5729182186
794	0.5728958725
795	0.5728571636
796	0.5728222682
797	0.5727743145
798	0.572740999
799	0.5727110989
800	0.5726896916
801	0.572642778
802	0.572596705
803	0.572548329
804	0.5725139866
805	0.5724548306
806	0.5724071005
807	0.572365362
808	0.5723372843
809	0.5723147025
810	0.5722756574
811	0.5722418553
812	0.5721820375
813	0.5721558565
814	0.5721162237
815	0.5720684066
816	0.5720101957
817	0.5719785263
818	0.5719423073
819	0.5718777566
820	0.5718262046
821	0.5717730908
822	0.5717185518
823	0.5716557714
824	0.5716005288
825	0.5715429364
826	0.5715097057
827	0.5714629251
828	0.5714153166
829	0.5713627147
830	0.5713168681
831	0.5713005112
832	0.5712633409
833	0.571227699
834	0.5711608049
835	0.5711103541
836	0.5710626507
837	0.5710419066
838	0.5710047198
839	0.5709502416
840	0.5709080785
841	0.5708593348
842	0.5708043455
843	0.5707355933
844	0.5706827053
845	0.5706189125
846	0.5705881994
847	0.570542625
848	0.5705233348
849	0.5704786556
850	0.5704256366
851	0.5703767759
852	0.5703454591
853	0.5703033179
854	0.570256487
855	0.5702350945
856	0.5701825663
857	0.5701523691
858	0.5701079968
859	0.5700335239
860	0.5700066694
861	0.5699667811
862	0.56989114
863	0.5698589837
864	0.569825846
865	0.5697798601
866	0.5697165657
867	0.569692498
868	0.5696555107
869	0.5696157126
870	0.5695670751
871	0.5695227764
872	0.5694820732
873	0.56942287
874	0.569379349
875	0.5693332155
876	0.5692858977
877	0.5692513543
878	0.569221877
879	0.5691935683
880	0.5691452058
881	0.5690794568
882	0.5690404766
883	0.5690002264
884	0.5689436837
885	0.5689001755
886	0.5688477514
887	0.5688262758
888	0.5687793397
889	0.5687280586
890	0.5686831738
891	0.56861809
892	0.5685863688
893	0.5685511761
894	0.5685125048
895	0.568503107
896	0.5684489317
897	0.5684023088
898	0.5683568716
899	0.5683365133
900	0.5682950398
901	0.5682636543
902	0.5682294902
903	0.568183972
904	0.5681260954
905	0.5680848558
906	0.5680625182
907	0.5679996441
908	0.5679878747
909	0.5679541734
910	0.5679174951
911	0.5678779935
912	0.5678602715
913	0.5678272573
914	0.5677910375
915	0.567750329
916	0.5677218604
917	0.5676661544
918	0.5676194495
919	0.5675776664
920	0.5675446908
921	0.5675027145
922	0.5674461547
923	0.5674167974
924	0.5673760136
925	0.5673502157
926	0.5673192102
927	0.5672783301
928	0.567239518
929	0.5671783507
930	0.5671468565
931	0.5671175331
932	0.5670712184
933	0.5670315448
934	0.5669607118
935	0.566904146
936	0.5668696683
937	0.5668524538
938	0.5668358074
939	0.5667863076
940	0.5667336722
941	0.5666950489
942	0.5666495554
943	0.5665993227
944	0.5665440125
945	0.566490299
946	0.5664570106
947	0.5664104236
948	0.5663466866
949	0.5663131711
950	0.5662484752
951	0.5662026451
952	0.5661341931
953	0.5660810944
954	0.5660324119
955	0.5660029667
956	0.5659590879
957	0.5658987005
958	0.5658538068
959	0.5658463842
960	0.5658363283
961	0.5658219493
962	0.565789658
963	0.5657356596
964	0.5657327195
965	0.5656890148
966	0.5656393008
967	0.5656081494
968	0.5655642576
969	0.5655302121
970	0.5654631248
971	0.5654242101
972	0.5653948502
973	0.5653487001
974	0.5653304074
975	0.5652890156
976	0.5652433476
977	0.5652041594
978	0.5651668622
979	0.565129843
980	0.5650725216
981	0.5650328495
982	0.5649947824
983	0.5649245375
984	0.5648747055
985	0.5648516907
986	0.5647965556
987	0.5647552233
988	0.5646991007
989	0.5646792417
990	0.5646286093
991	0.5645877258
992	0.5645630061
993	0.5645167495
994	0.5644791398
995	0.5644551075
996	0.5644228352
997	0.5643699143
998	0.5643233957
999	0.5642743786
